model,framework,data_pct,feature,P,R,F
lv_roberta_large_50pct,XLM-R-large,50,VerbForm,1.0,0.9989411586749357,0.9994702989027621
lv_roberta_large_50pct,XLM-R-large,50,Voice,1.0,0.9987362339772522,0.9993677174600306
lv_roberta_large_50pct,XLM-R-large,50,Definite,1.0,0.9993523316062176,0.9996760609005507
lv_roberta_large_50pct,XLM-R-large,50,Degree,1.0,0.9989290495314592,0.999464237878382
lv_roberta_large_50pct,XLM-R-large,50,Poss,1.0,1.0,1.0
lv_roberta_large_50pct,XLM-R-large,50,NumType,0.9114688128772636,0.7167721518987342,0.8024800708591675
lv_roberta_large_50pct,XLM-R-large,50,Reflex,1.0,1.0,1.0
lv_roberta_large_50pct,XLM-R-large,50,Aspect,1.0,1.0,1.0
lv_roberta_large_50pct,XLM-R-large,50,Foreign,0.9813664596273292,0.9634146341463414,0.9723076923076923
lv_roberta_large_50pct,XLM-R-large,50,Abbr,0.9220183486238532,0.8701298701298701,0.8953229398663698
lv_roberta_large_50pct,XLM-R-large,50,Typo,1.0,1.0,1.0
lv_roberta_large_100pct,XLM-R-large,100,ExtPos,1.0,1.0,1.0
lv_roberta_large_100pct,XLM-R-large,100,Case,0.9995341795737743,0.9983715249505641,0.9989525139664804
lv_roberta_large_100pct,XLM-R-large,100,Gender,0.9996328478766369,0.9981059448891061,0.9988688128649608
lv_roberta_large_100pct,XLM-R-large,100,Number,0.999942634235888,0.9981103985341273,0.9990256762952775
lv_roberta_large_100pct,XLM-R-large,100,Person,1.0,0.9984914199509711,0.9992451405925646
lv_roberta_large_100pct,XLM-R-large,100,PronType,1.0,0.9994411846884604,0.999720514253773
lv_roberta_large_100pct,XLM-R-large,100,Evident,1.0,0.9981313400961025,0.999064796259185
lv_roberta_large_100pct,XLM-R-large,100,Mood,1.0,0.9982822085889571,0.999140365958492
lv_roberta_large_100pct,XLM-R-large,100,Polarity,1.0,0.9989545997610514,0.9994770265222264
lv_roberta_large_100pct,XLM-R-large,100,Tense,1.0,0.9986449864498645,0.9993220338983051
lv_roberta_large_100pct,XLM-R-large,100,VerbForm,1.0,0.9989361702127659,0.9994678020223523
lv_roberta_large_100pct,XLM-R-large,100,Voice,1.0,0.99872634643377,0.9993627674101047
lv_roberta_large_100pct,XLM-R-large,100,Definite,1.0,0.9993544222078761,0.9996771068776236
lv_roberta_large_100pct,XLM-R-large,100,Degree,1.0,0.9989267507378589,0.9994630872483221
lv_roberta_large_100pct,XLM-R-large,100,Poss,1.0,0.9945652173913043,0.9972752043596731
lv_roberta_large_100pct,XLM-R-large,100,NumType,0.9545454545454546,0.7207488299531981,0.8213333333333334
lv_roberta_large_100pct,XLM-R-large,100,Reflex,1.0,1.0,1.0
lv_roberta_large_100pct,XLM-R-large,100,Aspect,1.0,1.0,1.0
lv_roberta_large_100pct,XLM-R-large,100,Foreign,0.9761904761904762,0.9647058823529412,0.9704142011834319
lv_roberta_large_100pct,XLM-R-large,100,Typo,0.9090909090909091,0.9090909090909091,0.9090909090909091
lv_roberta_large_100pct,XLM-R-large,100,Abbr,0.9454545454545454,0.8739495798319328,0.9082969432314411
