model,dep_type,p,r,f
lv_xlmr_base_100pct,ccomp,0.868852459,0.8589951378,0.8638956805
lv_xlmr_base_100pct,nummod,0.890070922,0.8776223776,0.8838028169
lv_xlmr_base_100pct,case,0.9684542587,0.9563862928,0.9623824451
lv_xlmr_base_100pct,iobj,0.7578947368,0.7397260274,0.7487001733
lv_xlmr_base_100pct,advmod,0.8767051417,0.8804004215,0.8785488959
lv_xlmr_base_100pct,obl,0.8187108326,0.8089341,0.8137931034
lv_xlmr_base_100pct,advmod:emph,0.7794676806,0.7400722022,0.7592592593
lv_xlmr_base_100pct,advmod:neg,0.6060606061,0.7692307692,0.6779661017
lv_xlmr_base_100pct,cop,0.85625,0.8580375783,0.8571428571
lv_xlmr_base_100pct,aux:pass,0.9227272727,0.9485981308,0.935483871
lv_xlmr_base_100pct,acl,0.8166383701,0.7846655791,0.8003327787
lv_xlmr_base_100pct,nsubj:pass,0.8872727273,0.9606299213,0.9224952741
lv_xlmr_base_100pct,parataxis,0.6476190476,0.6126126126,0.6296296296
lv_xlmr_base_100pct,appos,0.6031746032,0.5671641791,0.5846153846
lv_xlmr_base_100pct,dep,0.0909090909,0.0769230769,0.0833333333
lv_xlmr_base_100pct,csubj:pass,0.5,0.5833333333,0.5384615385
lv_xlmr_base_100pct,flat,0.6559139785,0.743902439,0.6971428571
lv_xlmr_base_100pct,csubj,0.7888888889,0.6960784314,0.7395833333
lv_xlmr_base_100pct,flat:foreign,0.4,0.1666666667,0.2352941176
lv_xlmr_base_100pct,flat:name,0.9424920128,0.8149171271,0.8740740741
lv_xlmr_base_100pct,orphan,0.5064935065,0.3861386139,0.4382022472
lv_xlmr_base_100pct,vocative,0.7894736842,0.5172413793,0.625
lv_xlmr_base_100pct,reparandum,0.0,0.0,0.0
lv_xlmr_base_100pct,compound,1.0,0.3333333333,0.5
lv_xlmr_base_100pct,goeswith,0.0,0.0,0.0
lv_xlmr_base_100pct,dislocated,0.0,0.0,0.0
lv_xlmr_large_1pct,mark,0.7462686567,0.7874015748,0.7662835249
lv_xlmr_large_1pct,fixed,0.0,0.0,0.0
lv_xlmr_large_1pct,nsubj,0.6872705018,0.8096611391,0.7434624297
lv_xlmr_large_1pct,discourse,0.5273311897,0.2397660819,0.3296482412
lv_xlmr_large_1pct,advcl,0.3860465116,0.2526636225,0.3054277829
lv_xlmr_large_1pct,amod,0.7813163482,0.801306478,0.7911851653
lv_xlmr_large_1pct,obj,0.7491749175,0.7294344473,0.7391729078
lv_xlmr_large_1pct,cc,0.8093667546,0.8067061144,0.8080342443
lv_xlmr_large_1pct,det,0.7876404494,0.7644492912,0.7758716104
lv_xlmr_large_1pct,conj,0.5732625055,0.6048575432,0.5886363636
lv_xlmr_large_1pct,xcomp,0.598540146,0.6177024482,0.6079703429
lv_xlmr_large_1pct,aux,0.0,0.0,0.0
lv_xlmr_large_1pct,root,0.6992587363,0.8213101161,0.755386082
lv_xlmr_large_1pct,nmod,0.7730153939,0.6605622904,0.7123783032
lv_xlmr_large_1pct,ccomp,0.5873015873,0.4797406807,0.5280999108
lv_xlmr_large_1pct,dep,0.0020625645,0.0576923077,0.0039827415
lv_xlmr_large_1pct,nummod,0.0,0.0,0.0
lv_xlmr_large_1pct,case,0.8598531212,0.8753894081,0.8675517135
lv_xlmr_large_1pct,iobj,0.5541871921,0.2568493151,0.3510140406
lv_xlmr_large_1pct,advmod,0.6747673216,0.6875658588,0.6811064718
lv_xlmr_large_1pct,obl,0.571485464,0.6346749226,0.601424979
lv_xlmr_large_1pct,acl,0.6518650089,0.5986949429,0.6241496599
lv_xlmr_large_1pct,advmod:emph,0.0,0.0,0.0
lv_xlmr_large_1pct,cop,0.6736111111,0.6075156576,0.6388583974
lv_xlmr_large_1pct,aux:pass,0.0,0.0,0.0
lv_xlmr_large_1pct,nsubj:pass,0.0,0.0,0.0
lv_xlmr_large_1pct,parataxis,0.0,0.0,0.0
lv_xlmr_large_1pct,appos,0.0,0.0,0.0
lv_xlmr_large_1pct,csubj,0.0,0.0,0.0
lv_xlmr_large_1pct,flat,0.0,0.0,0.0
lv_xlmr_large_1pct,flat:foreign,0.0,0.0,0.0
lv_xlmr_large_1pct,flat:name,0.0,0.0,0.0
lv_xlmr_large_1pct,vocative,0.0,0.0,0.0
lv_xlmr_large_1pct,orphan,0.0,0.0,0.0
lv_xlmr_large_1pct,reparandum,0.0,0.0,0.0
lv_xlmr_large_1pct,advmod:neg,0.0,0.0,0.0
lv_xlmr_large_1pct,compound,0.0,0.0,0.0
lv_xlmr_large_1pct,goeswith,0.0,0.0,0.0
lv_xlmr_large_1pct,dislocated,0.0,0.0,0.0
lv_xlmr_large_1pct,csubj:pass,0.0,0.0,0.0
lv_xlmr_large_5pct,mark,0.8663303909,0.9015748031,0.8836012862
lv_xlmr_large_5pct,fixed,0.7329545455,0.9214285714,0.8164556962
lv_xlmr_large_5pct,nsubj,0.8457484188,0.8677000721,0.8565836299
lv_xlmr_large_5pct,discourse,0.6673684211,0.4634502924,0.5470232959
lv_xlmr_large_5pct,advcl,0.6414762742,0.5555555556,0.5954323002
lv_xlmr_large_5pct,amod,0.8749308246,0.8606423517,0.8677277717
lv_xlmr_large_5pct,obj,0.8739386022,0.8598971722,0.8668610301
lv_xlmr_large_5pct,cc,0.8515228426,0.8823142669,0.8666451405
lv_xlmr_large_5pct,det,0.8669482577,0.8953107961,0.8809012876
lv_xlmr_large_5pct,conj,0.7268539843,0.7370387669,0.7319109462
lv_xlmr_large_5pct,xcomp,0.6738056013,0.7702448211,0.7188049209
lv_xlmr_large_5pct,aux,0.9198473282,0.9377431907,0.9287090559
lv_xlmr_large_5pct,root,0.8669910787,0.8864013267,0.8765887659
lv_xlmr_large_5pct,nmod,0.8425702811,0.8117100851,0.8268523384
lv_xlmr_large_5pct,ccomp,0.7394789579,0.5980551053,0.6612903226
lv_xlmr_large_5pct,dep,0.0052552553,0.0673076923,0.0097493036
lv_xlmr_large_5pct,nummod,0.8,0.7692307692,0.7843137255
lv_xlmr_large_5pct,case,0.9319470699,0.9214953271,0.9266917293
lv_xlmr_large_5pct,iobj,0.6520547945,0.5433789954,0.5927770859
lv_xlmr_large_5pct,advmod,0.7860394537,0.8187565859,0.8020645161
lv_xlmr_large_5pct,obl,0.6992006731,0.7350729766,0.7166882277
lv_xlmr_large_5pct,advmod:emph,0.7327586207,0.6137184116,0.6679764244
lv_xlmr_large_5pct,acl,0.6971153846,0.7096247961,0.7033144705
lv_xlmr_large_5pct,cop,0.7753779698,0.7494780793,0.7622080679
lv_xlmr_large_5pct,aux:pass,0.0,0.0,0.0
lv_xlmr_large_5pct,nsubj:pass,0.0,0.0,0.0
lv_xlmr_large_5pct,parataxis,0.0,0.0,0.0
lv_xlmr_large_5pct,appos,0.0,0.0,0.0
lv_xlmr_large_5pct,flat,0.5789473684,0.4024390244,0.4748201439
lv_xlmr_large_5pct,csubj,0.0,0.0,0.0
lv_xlmr_large_5pct,flat:foreign,0.0,0.0,0.0
lv_xlmr_large_5pct,flat:name,0.0,0.0,0.0
lv_xlmr_large_5pct,vocative,0.0,0.0,0.0
lv_xlmr_large_5pct,orphan,0.0,0.0,0.0
lv_xlmr_large_5pct,reparandum,0.0,0.0,0.0
lv_xlmr_large_5pct,advmod:neg,0.0,0.0,0.0
lv_xlmr_large_5pct,compound,0.0,0.0,0.0
lv_xlmr_large_5pct,goeswith,0.0,0.0,0.0
lv_xlmr_large_5pct,dislocated,0.0,0.0,0.0
lv_xlmr_large_5pct,csubj:pass,0.0,0.0,0.0
lv_xlmr_large_20pct,mark,0.9161290323,0.9317585302,0.9238776838
lv_xlmr_large_20pct,fixed,0.8741721854,0.9428571429,0.9072164948
lv_xlmr_large_20pct,nsubj,0.9173913043,0.9127613554,0.9150704734
lv_xlmr_large_20pct,discourse,0.7280130293,0.6535087719,0.688751926
lv_xlmr_large_20pct,advcl,0.7238095238,0.6940639269,0.7086247086
lv_xlmr_large_20pct,amod,0.9040942232,0.8775176919,0.8906077348
lv_xlmr_large_20pct,obj,0.9172546504,0.9190231362,0.9181380417
lv_xlmr_large_20pct,cc,0.9238914626,0.9178172255,0.9208443272
lv_xlmr_large_20pct,det,0.9041533546,0.9258451472,0.9148706897
lv_xlmr_large_20pct,conj,0.7994480221,0.8117702008,0.805561993
lv_xlmr_large_20pct,xcomp,0.8500914077,0.8757062147,0.8627087199
lv_xlmr_large_20pct,aux,0.9210526316,0.953307393,0.9369024857
lv_xlmr_large_20pct,root,0.901002004,0.9320066335,0.9162421031
lv_xlmr_large_20pct,nmod,0.8658666667,0.8375032241,0.8514488003
lv_xlmr_large_20pct,ccomp,0.8394648829,0.8136142626,0.8263374486
lv_xlmr_large_20pct,nummod,0.8847583643,0.8321678322,0.8576576577
lv_xlmr_large_20pct,case,0.9507788162,0.9507788162,0.9507788162
lv_xlmr_large_20pct,iobj,0.7262357414,0.654109589,0.6882882883
lv_xlmr_large_20pct,advmod,0.8615863142,0.875658588,0.868565456
lv_xlmr_large_20pct,obl,0.7659128978,0.8089341,0.7868358787
lv_xlmr_large_20pct,advmod:emph,0.7829457364,0.7292418773,0.7551401869
lv_xlmr_large_20pct,advmod:neg,0.5277777778,0.7307692308,0.6129032258
lv_xlmr_large_20pct,cop,0.8538135593,0.8413361169,0.8475289169
lv_xlmr_large_20pct,aux:pass,0.911627907,0.9158878505,0.9137529138
lv_xlmr_large_20pct,acl,0.798951049,0.7455138662,0.7713080169
lv_xlmr_large_20pct,nsubj:pass,0.8503937008,0.8503937008,0.8503937008
lv_xlmr_large_20pct,parataxis,0.4852941176,0.2972972973,0.3687150838
lv_xlmr_large_20pct,appos,0.6666666667,0.4776119403,0.5565217391
lv_xlmr_large_20pct,dep,0.0287356322,0.0480769231,0.035971223
lv_xlmr_large_20pct,flat,0.7435897436,0.7073170732,0.725
lv_xlmr_large_20pct,csubj,0.76,0.5588235294,0.6440677966
lv_xlmr_large_20pct,flat:foreign,0.0,0.0,0.0
lv_xlmr_large_20pct,flat:name,0.8884892086,0.682320442,0.771875
lv_xlmr_large_20pct,vocative,0.0,0.0,0.0
lv_xlmr_large_20pct,orphan,0.4285714286,0.1782178218,0.2517482517
lv_xlmr_large_20pct,reparandum,0.0,0.0,0.0
lv_xlmr_large_20pct,compound,0.0,0.0,0.0
lv_xlmr_large_20pct,goeswith,0.0,0.0,0.0
lv_xlmr_large_20pct,dislocated,0.0,0.0,0.0
lv_xlmr_large_20pct,csubj:pass,0.0,0.0,0.0
lv_xlmr_large_50pct,mark,0.9402597403,0.9501312336,0.9451697128
lv_xlmr_large_50pct,fixed,0.8766233766,0.9642857143,0.9183673469
lv_xlmr_large_50pct,nsubj,0.9342622365,0.9426820476,0.9384532568
lv_xlmr_large_50pct,discourse,0.7788161994,0.730994152,0.754147813
lv_xlmr_large_50pct,advcl,0.7653543307,0.7397260274,0.7523219814
lv_xlmr_large_50pct,amod,0.9476409666,0.8965704954,0.9213986014
lv_xlmr_large_50pct,obj,0.9403080873,0.9415167095,0.9409120103
lv_xlmr_large_50pct,cc,0.9574750831,0.9474030243,0.9524124256
lv_xlmr_large_50pct,det,0.9401993355,0.9258451472,0.932967033
lv_xlmr_large_50pct,conj,0.8482563619,0.8407286315,0.8444757213
lv_xlmr_large_50pct,xcomp,0.8701298701,0.8832391714,0.876635514
lv_xlmr_large_50pct,aux,0.9683794466,0.953307393,0.9607843137
lv_xlmr_large_50pct,root,0.9317714755,0.9398839138,0.9358101135
lv_xlmr_large_50pct,nmod,0.9146020032,0.8950219242,0.9047060357
lv_xlmr_large_50pct,ccomp,0.8854166667,0.8265802269,0.8549874267
lv_xlmr_large_50pct,nummod,0.9475655431,0.8846153846,0.9150090416
lv_xlmr_large_50pct,case,0.9754562618,0.9657320872,0.9705698184
lv_xlmr_large_50pct,iobj,0.794653706,0.7465753425,0.7698646263
lv_xlmr_large_50pct,advmod,0.8907779495,0.9109589041,0.9007554051
lv_xlmr_large_50pct,obl,0.848894903,0.8323750553,0.8405538187
lv_xlmr_large_50pct,acl,0.8092868988,0.7960848287,0.8026315789
lv_xlmr_large_50pct,advmod:emph,0.8185328185,0.7653429603,0.7910447761
lv_xlmr_large_50pct,appos,0.7115384615,0.552238806,0.6218487395
lv_xlmr_large_50pct,advmod:neg,0.5833333333,0.8076923077,0.6774193548
lv_xlmr_large_50pct,cop,0.8763326226,0.8580375783,0.8670886076
lv_xlmr_large_50pct,aux:pass,0.911627907,0.9158878505,0.9137529138
lv_xlmr_large_50pct,nsubj:pass,0.9049429658,0.937007874,0.920696325
lv_xlmr_large_50pct,parataxis,0.6,0.6756756757,0.6355932203
lv_xlmr_large_50pct,dep,0.0306748466,0.0480769231,0.0374531835
lv_xlmr_large_50pct,csubj:pass,0.4615384615,0.5,0.48
lv_xlmr_large_50pct,orphan,0.4835164835,0.4356435644,0.4583333333
lv_xlmr_large_50pct,flat,0.6382978723,0.7317073171,0.6818181818
lv_xlmr_large_50pct,csubj,0.7717391304,0.6960784314,0.7319587629
lv_xlmr_large_50pct,flat:foreign,0.5,0.0833333333,0.1428571429
lv_xlmr_large_50pct,flat:name,0.9439252336,0.8370165746,0.8872620791
lv_xlmr_large_50pct,vocative,0.0,0.0,0.0
lv_xlmr_large_50pct,reparandum,0.0,0.0,0.0
lv_xlmr_large_50pct,compound,0.0,0.0,0.0
lv_xlmr_large_50pct,goeswith,0.0,0.0,0.0
lv_xlmr_large_50pct,dislocated,0.0,0.0,0.0
lv_xlmr_large_100pct,mark,0.9286624204,0.9566929134,0.9424692954
lv_xlmr_large_100pct,fixed,0.8986486486,0.95,0.9236111111
lv_xlmr_large_100pct,nsubj,0.951559633,0.9347512617,0.9430805601
lv_xlmr_large_100pct,discourse,0.7613981763,0.7324561404,0.7466467958
lv_xlmr_large_100pct,advcl,0.7381294964,0.7808219178,0.7588757396
lv_xlmr_large_100pct,amod,0.9561454126,0.9020141535,0.9282913165
lv_xlmr_large_100pct,obj,0.9469309463,0.9517994859,0.9493589744
lv_xlmr_large_100pct,cc,0.9517514871,0.9467455621,0.9492419249
lv_xlmr_large_100pct,det,0.9394939494,0.9312977099,0.9353778751
lv_xlmr_large_100pct,conj,0.8671128107,0.8472676319,0.8570753603
lv_xlmr_large_100pct,xcomp,0.9127906977,0.8870056497,0.899713467
lv_xlmr_large_100pct,aux,0.9683794466,0.953307393,0.9607843137
lv_xlmr_large_100pct,root,0.9214892756,0.9440298507,0.9326233873
lv_xlmr_large_100pct,nmod,0.9099004715,0.8960536497,0.9029239766
lv_xlmr_large_100pct,ccomp,0.8701298701,0.868719611,0.8694241687
lv_xlmr_large_100pct,nummod,0.9528985507,0.9195804196,0.9359430605
lv_xlmr_large_100pct,case,0.97731569,0.9663551402,0.9718045113
lv_xlmr_large_100pct,iobj,0.7945879459,0.7374429224,0.7649496744
lv_xlmr_large_100pct,advmod,0.8918067227,0.894625922,0.8932140978
lv_xlmr_large_100pct,obl,0.8384376387,0.8354710305,0.8369517058
lv_xlmr_large_100pct,advmod:emph,0.7625899281,0.7653429603,0.763963964
lv_xlmr_large_100pct,advmod:neg,0.65625,0.8076923077,0.724137931
lv_xlmr_large_100pct,cop,0.8914893617,0.8747390397,0.8830347734
lv_xlmr_large_100pct,aux:pass,0.8977777778,0.9439252336,0.9202733485
lv_xlmr_large_100pct,acl,0.8438596491,0.7846655791,0.8131868132
lv_xlmr_large_100pct,nsubj:pass,0.88,0.9527559055,0.9149338374
lv_xlmr_large_100pct,parataxis,0.7196261682,0.6936936937,0.7064220183
lv_xlmr_large_100pct,appos,0.701754386,0.5970149254,0.6451612903
lv_xlmr_large_100pct,dep,0.0947368421,0.0865384615,0.0904522613
lv_xlmr_large_100pct,csubj:pass,0.5833333333,0.5833333333,0.5833333333
lv_xlmr_large_100pct,flat,0.7368421053,0.6829268293,0.7088607595
lv_xlmr_large_100pct,orphan,0.4252873563,0.3663366337,0.3936170213
lv_xlmr_large_100pct,csubj,0.7878787879,0.7647058824,0.776119403
lv_xlmr_large_100pct,flat:foreign,0.5,0.25,0.3333333333
lv_xlmr_large_100pct,flat:name,0.940625,0.8314917127,0.8826979472
lv_xlmr_large_100pct,vocative,0.7692307692,0.6896551724,0.7272727273
lv_xlmr_large_100pct,reparandum,0.0,0.0,0.0
lv_xlmr_large_100pct,compound,1.0,1.0,1.0
lv_xlmr_large_100pct,goeswith,0.0,0.0,0.0
lv_xlmr_large_100pct,dislocated,0.0,0.0,0.0
